Date,Price,Open,High,Low,Vol.,Change %
07/19/2006,2080.71,"2,037.68","2,086.07","2,037.10",1.68B,1.83%
07/18/2006,2043.22,"2,043.18","2,052.53","2,012.78",1.42B,0.27%
07/17/2006,2037.72,"2,034.76","2,050.65","2,028.30",1.10B,0.02%
07/14/2006,2037.35,"2,053.88","2,056.53","2,027.11",1.26B,-0.82%
07/13/2006,2054.11,"2,076.39","2,090.24","2,054.10",1.45B,-1.73%
07/12/2006,2090.24,"2,121.71","2,128.86","2,090.23",1.32B,-1.81%
07/11/2006,2128.86,"2,110.42","2,129.47","2,095.69",1.49B,0.56%
07/10/2006,2116.93,"2,135.96","2,142.36","2,109.18",1.16B,-0.62%
07/07/2006,2130.06,"2,146.89","2,155.09","2,126.64",1.30B,-1.16%
07/06/2006,2155.09,"2,156.30","2,168.54","2,148.21",1.21B,0.08%
07/05/2006,2153.34,"2,174.69","2,190.43","2,147.12",1.16B,-1.69%
07/03/2006,2190.43,"2,177.91","2,190.44","2,172.09",586.92M,0.84%
06/30/2006,2172.09,"2,181.47","2,183.48","2,164.67",2.38B,-0.11%
06/29/2006,2174.38,"2,121.50","2,174.38","2,121.50",1.57B,2.96%
06/28/2006,2111.84,"2,105.94","2,112.62","2,090.78",1.22B,0.55%
06/27/2006,2100.25,"2,134.58","2,139.43","2,098.76",1.35B,-1.57%
06/26/2006,2133.67,"2,126.46","2,135.71","2,123.71",1.07B,0.58%
06/23/2006,2121.47,"2,120.30","2,137.43","2,110.81",1.21B,-0.07%
06/22/2006,2122.98,"2,138.97","2,141.20","2,113.59",1.23B,-0.85%
06/21/2006,2141.20,"2,109.22","2,152.56","2,107.06",1.42B,1.62%
06/20/2006,2107.06,"2,110.92","2,126.72","2,103.77",1.25B,-0.16%
06/19/2006,2110.42,"2,136.60","2,138.77","2,104.38",1.25B,-0.92%
06/16/2006,2129.95,"2,140.51","2,144.15","2,122.78",1.99B,-0.66%
06/15/2006,2144.15,"2,098.37","2,147.91","2,086.00",1.61B,2.79%
06/14/2006,2086.00,"2,075.55","2,091.94","2,065.11",,0.65%
06/13/2006,2072.47,"2,089.88","2,108.36","2,067.74",,-0.90%
06/12/2006,2091.32,"2,137.47","2,138.68","2,091.32",,-2.05%
06/09/2006,2135.06,"2,151.92","2,163.21","2,133.47",,-0.48%
06/08/2006,2145.32,"2,141.59","2,151.80","2,100.43",,-0.30%
06/07/2006,2151.80,"2,166.58","2,184.44","2,150.69",,-0.51%
06/06/2006,2162.78,"2,174.28","2,176.47","2,144.20",,-0.32%
06/05/2006,2169.62,"2,212.35","2,219.41","2,169.40",,-2.24%
06/02/2006,2219.41,"2,229.84","2,233.88","2,203.73",,-0.02%
06/01/2006,2219.86,"2,179.82","2,219.86","2,177.80",,1.88%
05/31/2006,2178.88,"2,171.46","2,185.33","2,165.79",,0.65%
05/30/2006,2164.74,"2,202.57","2,202.57","2,164.74",,-2.06%
05/26/2006,2210.37,"2,205.90","2,210.49","2,196.70",,0.55%
05/25/2006,2198.24,"2,182.43","2,198.58","2,174.24",,1.34%
05/24/2006,2169.17,"2,159.83","2,179.84","2,135.81",,0.48%
05/23/2006,2158.76,"2,188.38","2,199.56","2,158.76",,-0.65%
05/22/2006,2172.86,"2,178.15","2,184.57","2,156.67",,-0.96%
05/19/2006,2193.88,"2,183.34","2,198.66","2,164.54",,0.62%
05/18/2006,2180.32,"2,205.37","2,212.95","2,180.28",,-0.70%
05/17/2006,2195.80,"2,214.90","2,222.38","2,193.87",,-1.50%
05/16/2006,2229.13,"2,239.00","2,243.74","2,222.80",,-0.42%
05/15/2006,2238.52,"2,234.01","2,245.18","2,220.50",,-0.23%
05/12/2006,2243.78,"2,263.97","2,264.19","2,243.32",,-1.27%
05/11/2006,2272.70,"2,319.08","2,319.60","2,270.51",,-2.07%
05/10/2006,2320.74,"2,332.82","2,338.25","2,314.45",,-0.75%
05/09/2006,2338.25,"2,339.71","2,343.62","2,334.17",,-0.29%
05/08/2006,2344.99,"2,342.41","2,352.56","2,339.46",,0.10%
05/05/2006,2342.57,"2,335.96","2,344.37","2,332.68",,0.80%
05/04/2006,2323.90,"2,307.38","2,326.82","2,307.38",,0.87%
05/03/2006,2303.97,"2,311.20","2,312.60","2,295.03",,-0.25%
05/02/2006,2309.84,"2,311.73","2,313.93","2,302.80",,0.22%
05/01/2006,2304.79,"2,329.79","2,334.69","2,300.25",,-0.77%
04/28/2006,2322.57,"2,321.61","2,337.28","2,317.47",,-0.95%
04/27/2006,2344.95,"2,324.63","2,361.89","2,315.12",,0.49%
04/26/2006,2333.63,"2,333.57","2,342.88","2,327.73",,0.14%
04/25/2006,2330.30,"2,338.54","2,338.54","2,321.64",,-0.13%
04/24/2006,2333.38,"2,338.78","2,338.78","2,324.28",,-0.40%
04/21/2006,2342.86,"2,371.65","2,371.65","2,333.50",,-0.83%
04/20/2006,2362.55,"2,368.74","2,375.54","2,354.07",,-0.35%
04/19/2006,2370.88,"2,358.87","2,370.93","2,350.04",,0.63%
04/18/2006,2356.14,"2,318.27","2,357.46","2,318.27",,1.95%
04/17/2006,2311.16,"2,325.56","2,332.67","2,299.42",,-0.64%
04/13/2006,2326.11,"2,314.32","2,333.03","2,310.12",,0.49%
04/12/2006,2314.68,"2,309.39","2,318.05","2,308.33",,0.19%
04/11/2006,2310.35,"2,337.88","2,339.79","2,302.19",,-0.98%
04/10/2006,2333.27,"2,340.39","2,343.59","2,326.47",,-0.25%
04/07/2006,2339.02,"2,367.32","2,375.45","2,336.71",,-0.94%
04/06/2006,2361.17,"2,358.92","2,366.56","2,347.64",,0.06%
04/05/2006,2359.75,"2,349.82","2,361.91","2,341.66",,0.61%
04/04/2006,2345.36,"2,337.95","2,350.70","2,332.67",,0.37%
04/03/2006,2336.74,"2,352.24","2,357.53","2,334.60",,-0.13%
03/31/2006,2339.79,"2,345.53","2,348.89","2,334.54",,-0.04%
03/30/2006,2340.82,"2,340.23","2,353.14","2,330.84",,0.13%
03/29/2006,2337.78,"2,309.94","2,344.67","2,308.41",,1.45%
03/28/2006,2304.46,"2,315.61","2,327.83","2,299.56",,-0.48%
03/27/2006,2315.58,"2,312.47","2,319.93","2,310.02",,0.12%
03/24/2006,2312.82,"2,304.74","2,316.15","2,300.37",,0.55%
03/23/2006,2300.15,"2,300.17","2,305.17","2,287.90",,-0.14%
03/22/2006,2303.35,"2,283.39","2,305.44","2,282.38",,0.40%
03/21/2006,2294.23,"2,312.90","2,332.95","2,292.55",,-0.86%
03/20/2006,2314.11,"2,311.93","2,317.13","2,305.59",,0.33%
03/17/2006,2306.48,"2,306.17","2,310.84","2,294.50",,0.30%
03/16/2006,2299.56,"2,319.11","2,323.79","2,299.55",,-0.53%
03/15/2006,2311.84,"2,301.17","2,312.49","2,293.06",,0.69%
03/14/2006,2295.90,"2,264.25","2,296.92","2,264.24",,1.27%
03/13/2006,2267.03,"2,269.44","2,280.20","2,263.68",,0.22%
03/10/2006,2262.04,"2,251.81","2,266.99","2,239.54",,0.55%
03/09/2006,2249.72,"2,272.26","2,279.28","2,249.56",,-0.78%
03/08/2006,2267.46,"2,260.87","2,275.13","2,248.65",,-0.04%
03/07/2006,2268.38,"2,280.08","2,280.08","2,259.64",,-0.77%
03/06/2006,2286.03,"2,306.66","2,309.51","2,281.37",,-0.72%
03/03/2006,2302.60,"2,299.10","2,324.92","2,297.09",,-0.37%
03/02/2006,2311.11,"2,305.53","2,316.93","2,299.76",,-0.15%
03/01/2006,2314.64,"2,288.15","2,315.95","2,285.64",,1.46%
02/28/2006,2281.39,"2,300.96","2,305.62","2,276.74",,-1.12%
02/27/2006,2307.18,"2,291.48","2,313.53","2,291.24",,0.88%
02/24/2006,2287.04,"2,278.27","2,287.86","2,272.78",,0.34%
02/23/2006,2279.32,"2,279.59","2,293.74","2,271.82",,-0.17%
02/22/2006,2283.17,"2,264.69","2,287.99","2,259.17",,0.89%
02/21/2006,2262.96,"2,283.52","2,284.82","2,256.75",,-0.85%
02/17/2006,2282.36,"2,291.73","2,291.76","2,279.63",,-0.53%
02/16/2006,2294.63,"2,281.88","2,294.63","2,278.06",,0.80%
02/15/2006,2276.43,"2,259.04","2,277.13","2,255.10",,0.63%
02/14/2006,2262.17,"2,243.54","2,266.82","2,237.47",,1.00%
02/13/2006,2239.81,"2,252.04","2,254.31","2,232.68",,-0.98%
02/10/2006,2261.88,"2,255.77","2,266.44","2,235.41",,0.27%
02/09/2006,2255.87,"2,273.77","2,284.52","2,254.26",,-0.49%
02/08/2006,2266.98,"2,260.22","2,268.72","2,246.98",,0.98%
02/07/2006,2244.96,"2,255.94","2,265.54","2,239.51",,-0.61%
02/06/2006,2258.80,"2,263.12","2,265.81","2,249.75",,-0.17%
02/03/2006,2262.58,"2,268.43","2,274.62","2,255.99",,-0.83%
02/02/2006,2281.57,"2,306.57","2,308.05","2,277.30",,-1.25%
02/01/2006,2310.56,"2,294.11","2,311.57","2,292.23",,0.21%
01/31/2006,2305.82,"2,305.82","2,311.83","2,292.95",,-0.04%
01/30/2006,2306.78,"2,306.24","2,313.98","2,304.75",,0.11%
01/27/2006,2304.23,"2,293.37","2,314.36","2,289.47",,0.93%
01/26/2006,2283.00,"2,274.85","2,284.07","2,264.85",,0.99%
01/25/2006,2260.65,"2,275.30","2,275.30","2,253.06",,-0.20%
01/24/2006,2265.25,"2,256.13","2,269.44","2,256.03",,0.75%
01/23/2006,2248.47,"2,255.31","2,256.24","2,241.02",,0.03%
01/20/2006,2247.70,"2,300.36","2,300.73","2,245.20",,-2.35%
01/19/2006,2301.81,"2,291.69","2,311.71","2,289.82",,0.97%
01/18/2006,2279.64,"2,265.50","2,285.94","2,264.08",,-1.00%
01/17/2006,2302.69,"2,302.56","2,305.87","2,294.05",,-0.62%
01/13/2006,2317.04,"2,317.74","2,321.70","2,308.16",,0.02%
01/12/2006,2316.69,"2,327.17","2,330.31","2,313.22",,-0.63%
01/11/2006,2331.36,"2,321.41","2,332.92","2,316.49",,0.48%
01/10/2006,2320.32,"2,306.22","2,320.32","2,303.93",,0.07%
01/09/2006,2318.69,"2,306.18","2,322.63","2,303.13",,0.57%
01/06/2006,2305.62,"2,289.21","2,306.72","2,281.01",,1.26%
01/05/2006,2276.87,"2,264.93","2,277.56","2,264.50",,0.59%
01/04/2006,2263.46,"2,246.96","2,265.28","2,246.07",,0.88%
01/03/2006,2243.74,"2,216.53","2,249.68","2,189.91",,1.74%
12/30/2005,2205.32,"2,209.03","2,209.97","2,200.51",,-0.58%
12/29/2005,2218.16,"2,229.60","2,232.89","2,216.98",,-0.48%
12/28/2005,2228.94,"2,230.36","2,233.54","2,221.41",,0.09%
12/27/2005,2226.89,"2,253.05","2,259.68","2,226.62",,-1.00%
12/23/2005,2249.42,"2,249.41","2,254.71","2,245.58",,0.13%
12/22/2005,2246.49,"2,233.79","2,247.09","2,232.57",,0.66%
12/21/2005,2231.66,"2,227.53","2,241.94","2,225.19",,0.42%
12/20/2005,2222.42,"2,223.56","2,231.02","2,213.52",,-0.01%
12/19/2005,2222.74,"2,254.64","2,256.03","2,221.79",,-1.32%
12/16/2005,2252.48,"2,262.08","2,263.89","2,251.67",,-0.36%
12/15/2005,2260.63,"2,266.05","2,267.55","2,247.32",,-0.09%
12/14/2005,2262.59,"2,261.94","2,270.44","2,254.44",,-0.11%
12/13/2005,2265.00,"2,256.60","2,271.85","2,254.92",,0.18%
12/12/2005,2260.95,"2,263.97","2,266.14","2,253.44",,0.19%
12/09/2005,2256.73,"2,247.28","2,258.67","2,241.03",,0.46%
12/08/2005,2246.46,"2,254.80","2,261.61","2,233.74",,-0.25%
12/07/2005,2252.01,"2,263.29","2,264.91","2,244.62",,-0.39%
12/06/2005,2260.76,"2,267.76","2,278.16","2,259.37",,0.14%
12/05/2005,2257.64,"2,269.07","2,269.48","2,250.84",,-0.69%
12/02/2005,2273.37,"2,266.17","2,273.61","2,261.13",,0.27%
12/01/2005,2267.17,"2,244.85","2,269.39","2,244.71",,1.54%
11/30/2005,2232.82,"2,232.50","2,243.41","2,230.19",,0.00%
11/29/2005,2232.71,"2,247.70","2,253.25","2,232.54",,-0.30%
11/28/2005,2239.37,"2,263.55","2,264.06","2,239.34",,-1.04%
11/25/2005,2263.01,"2,262.43","2,264.13","2,256.45",,0.13%
11/23/2005,2259.98,"2,251.37","2,269.30","2,250.40",,0.28%
11/22/2005,2253.56,"2,235.30","2,257.77","2,232.74",,0.53%
11/21/2005,2241.67,"2,226.62","2,242.30","2,219.25",,0.66%
11/18/2005,2227.07,"2,232.36","2,234.30","2,218.81",,0.30%
11/17/2005,2220.46,"2,195.48","2,220.46","2,194.66",,1.49%
11/16/2005,2187.93,"2,189.46","2,191.19","2,176.54",,0.05%
11/15/2005,2186.74,"2,199.39","2,204.69","2,181.92",,-0.65%
11/14/2005,2200.95,"2,203.79","2,206.88","2,197.12",,-0.07%
11/11/2005,2202.47,"2,198.26","2,205.36","2,198.26",,0.26%
11/10/2005,2196.68,"2,175.02","2,196.75","2,162.65",,0.96%
11/09/2005,2175.81,"2,171.23","2,182.90","2,166.16",,0.17%
11/08/2005,2172.07,"2,172.37","2,180.79","2,166.25",,-0.28%
11/07/2005,2178.24,"2,174.25","2,182.09","2,165.82",,0.41%
11/04/2005,2169.43,"2,165.10","2,172.68","2,156.60",,0.43%
11/03/2005,2160.22,"2,157.30","2,169.98","2,153.20",,0.74%
11/02/2005,2144.31,"2,110.95","2,144.56","2,110.87",,1.43%
11/01/2005,2114.05,"2,109.89","2,121.25","2,108.86",,-0.29%
10/31/2005,2120.30,"2,094.37","2,125.73","2,094.37",,1.46%
10/28/2005,2089.88,"2,073.85","2,089.88","2,064.92",,1.26%
10/27/2005,2063.81,"2,095.85","2,098.04","2,063.81",,-1.73%
10/26/2005,2100.05,"2,104.02","2,121.36","2,098.15",,-0.45%
10/25/2005,2109.45,"2,109.55","2,116.42","2,094.79",,-0.30%
10/24/2005,2115.83,"2,089.51","2,115.88","2,083.98",,1.61%
10/21/2005,2082.21,"2,083.84","2,091.44","2,074.20",,0.68%
10/20/2005,2068.11,"2,088.04","2,096.43","2,058.52",,-1.11%
10/19/2005,2091.24,"2,048.66","2,091.24","2,042.03",,1.71%
10/18/2005,2056.00,"2,069.32","2,072.50","2,055.96",,-0.69%
10/17/2005,2070.30,"2,065.54","2,071.25","2,054.19",,0.26%
10/14/2005,2064.83,"2,054.50","2,064.95","2,042.54",,0.86%
10/13/2005,2047.22,"2,033.86","2,051.23","2,025.58",,0.48%
10/12/2005,2037.47,"2,055.44","2,064.66","2,032.79",,-1.15%
10/11/2005,2061.09,"2,084.38","2,085.61","2,058.19",,-0.86%
10/10/2005,2078.92,"2,091.68","2,093.23","2,078.11",,-0.55%
10/07/2005,2090.35,"2,091.12","2,097.42","2,082.44",,0.30%
10/06/2005,2084.08,"2,104.92","2,110.83","2,069.04",,-0.90%
10/05/2005,2103.02,"2,139.16","2,139.60","2,103.02",,-1.70%
10/04/2005,2139.36,"2,156.26","2,167.00","2,139.00",,-0.75%
10/03/2005,2155.43,"2,152.70","2,162.79","2,152.59",,0.17%
09/30/2005,2151.69,"2,140.17","2,151.69","2,138.23",,0.49%
09/29/2005,2141.22,"2,114.97","2,141.43","2,107.70",,1.22%
09/28/2005,2115.40,"2,122.19","2,127.49","2,109.75",,-0.05%
09/27/2005,2116.42,"2,123.65","2,125.90","2,109.05",,-0.24%
09/26/2005,2121.46,"2,127.90","2,132.60","2,112.27",,0.22%
09/23/2005,2116.84,"2,105.37","2,121.05","2,099.95",,0.29%
09/22/2005,2110.78,"2,104.39","2,114.59","2,093.06",,0.20%
09/21/2005,2106.64,"2,129.65","2,129.96","2,106.64",,-1.16%
09/20/2005,2131.33,"2,149.44","2,162.14","2,127.48",,-0.65%
09/19/2005,2145.26,"2,157.37","2,159.49","2,139.89",,-0.70%
09/16/2005,2160.35,"2,153.75","2,160.83","2,146.79",,0.66%
09/15/2005,2146.15,"2,153.75","2,155.75","2,142.73",,-0.15%
09/14/2005,2149.33,"2,173.62","2,174.01","2,149.19",,-1.03%
09/13/2005,2171.75,"2,177.95","2,185.89","2,167.83",,-0.51%
09/12/2005,2182.83,"2,176.47","2,186.83","2,175.23",,0.34%
09/09/2005,2175.51,"2,168.90","2,177.23","2,164.41",,0.44%
09/08/2005,2166.03,"2,165.72","2,173.85","2,161.29",,-0.28%
09/07/2005,2172.03,"2,164.14","2,172.39","2,158.61",,0.24%
09/06/2005,2166.86,"2,147.31","2,167.10","2,147.31",,1.20%
09/02/2005,2141.07,"2,150.52","2,152.22","2,139.28",,-0.32%
09/01/2005,2147.90,"2,150.03","2,157.32","2,142.32",,-0.19%
08/31/2005,2152.09,"2,130.81","2,152.09","2,124.08",,1.05%
08/30/2005,2129.76,"2,130.88","2,132.21","2,118.27",,-0.37%
08/29/2005,2137.65,"2,112.44","2,139.40","2,112.25",,0.80%
08/26/2005,2120.77,"2,132.97","2,133.17","2,118.04",,-0.64%
08/25/2005,2134.37,"2,131.30","2,138.46","2,129.46",,0.26%
08/24/2005,2128.91,"2,133.17","2,156.13","2,127.30",,-0.39%
08/23/2005,2137.25,"2,142.29","2,145.71","2,131.02",,-0.19%
08/22/2005,2141.41,"2,140.95","2,151.84","2,129.46",,0.27%
08/19/2005,2135.56,"2,138.74","2,143.92","2,134.99",,-0.02%
08/18/2005,2136.08,"2,139.40","2,146.49","2,133.08",,-0.42%
08/17/2005,2145.15,"2,139.36","2,153.04","2,137.18",,0.38%
08/16/2005,2137.06,"2,160.97","2,161.46","2,136.49",,-1.38%
08/15/2005,2167.04,"2,153.71","2,173.66","2,147.85",,0.47%
08/12/2005,2156.90,"2,158.94","2,161.07","2,144.60",,-0.81%
08/11/2005,2174.55,"2,158.30","2,174.55","2,156.97",,0.78%
08/10/2005,2157.81,"2,178.07","2,185.91","2,152.82",,-0.75%
08/09/2005,2174.19,"2,170.44","2,181.27","2,167.88",,0.45%
08/08/2005,2164.39,"2,182.99","2,185.56","2,163.50",,-0.62%
08/05/2005,2177.91,"2,189.42","2,195.10","2,175.91",,-0.61%
08/04/2005,2191.32,"2,208.33","2,209.37","2,190.30",,-1.15%
08/03/2005,2216.81,"2,211.09","2,219.91","2,209.40",,-0.06%
08/02/2005,2218.15,"2,197.79","2,219.00","2,197.79",,1.04%
08/01/2005,2195.38,"2,191.49","2,201.87","2,189.08",,0.48%
07/29/2005,2184.83,"2,195.47","2,201.39","2,184.43",,-0.62%
07/28/2005,2198.44,"2,188.29","2,198.52","2,183.27",,0.56%
07/27/2005,2186.22,"2,178.73","2,187.15","2,167.88",,0.47%
07/26/2005,2175.99,"2,170.60","2,181.14","2,167.09",,0.43%
07/25/2005,2166.74,"2,179.04","2,186.46","2,165.93",,-0.60%
07/22/2005,2179.74,"2,176.14","2,182.64","2,165.44",,0.05%
07/21/2005,2178.60,"2,191.77","2,193.19","2,171.98",,-0.46%
07/20/2005,2188.57,"2,158.97","2,191.09","2,158.09",,0.71%
07/19/2005,2173.18,"2,156.77","2,173.87","2,154.36",,1.32%
07/18/2005,2144.87,"2,151.84","2,153.52","2,144.78",,-0.55%
07/15/2005,2156.78,"2,152.70","2,160.64","2,145.18",,0.18%
07/14/2005,2152.82,"2,156.56","2,164.18","2,148.61",,0.41%
07/13/2005,2144.11,"2,142.60","2,146.56","2,136.37",,0.04%
07/12/2005,2143.15,"2,132.51","2,149.78","2,128.82",,0.36%
07/11/2005,2135.43,"2,115.98","2,135.69","2,115.57",,1.07%
07/08/2005,2112.88,"2,077.90","2,113.91","2,076.53",,1.79%
07/07/2005,2075.66,"2,050.71","2,076.43","2,050.30",,0.34%
07/06/2005,2068.65,"2,076.90","2,084.76","2,068.42",,-0.49%
07/05/2005,2078.75,"2,052.10","2,079.60","2,052.10",,1.04%
07/01/2005,2057.37,"2,060.97","2,064.81","2,053.06",,0.02%
06/30/2005,2056.96,"2,072.05","2,076.16","2,056.24",,-0.58%
06/29/2005,2068.89,"2,074.44","2,076.02","2,066.45",,-0.05%
06/28/2005,2069.89,"2,051.77","2,072.58","2,050.98",,1.21%
06/27/2005,2045.20,"2,050.30","2,054.47","2,039.69",,-0.39%
06/24/2005,2053.27,"2,070.33","2,071.52","2,050.76",,-0.84%
06/23/2005,2070.66,"2,093.91","2,106.57","2,070.57",,-1.02%
06/22/2005,2092.03,"2,097.05","2,102.75","2,083.76",,0.05%
06/21/2005,2091.07,"2,087.63","2,095.69","2,083.59",,0.14%
06/20/2005,2088.13,"2,081.05","2,096.77","2,076.42",,-0.09%
06/17/2005,2090.11,"2,098.33","2,098.53","2,085.24",,0.05%
06/16/2005,2089.15,"2,076.27","2,089.51","2,073.29",,0.69%
06/15/2005,2074.92,"2,076.73","2,079.13","2,053.39",,0.28%
06/14/2005,2069.04,"2,068.04","2,074.78","2,064.08",,0.00%
06/13/2005,2068.96,"2,059.96","2,078.26","2,058.72",,0.29%
06/10/2005,2063.00,"2,076.25","2,076.25","2,055.94",,-0.67%
06/09/2005,2076.91,"2,059.58","2,077.47","2,052.96",,0.81%
06/08/2005,2060.18,"2,073.21","2,074.61","2,057.58",,-0.34%
06/07/2005,2067.16,"2,079.06","2,095.96","2,067.14",,-0.41%
06/06/2005,2075.76,"2,072.36","2,078.61","2,066.36",,0.21%
06/03/2005,2071.43,"2,094.18","2,095.99","2,069.17",,-1.26%
06/02/2005,2097.80,"2,081.69","2,097.80","2,081.40",,0.48%
06/01/2005,2087.86,"2,067.23","2,095.54","2,067.23",,0.95%
05/31/2005,2068.22,"2,073.92","2,076.01","2,065.02",,-0.36%
05/27/2005,2075.73,"2,068.53","2,076.80","2,064.99",,0.22%
05/26/2005,2071.24,"2,057.99","2,072.54","2,057.80",,1.03%
05/25/2005,2050.12,"2,055.78","2,055.78","2,041.95",,-0.56%
05/24/2005,2061.62,"2,052.28","2,062.52","2,049.77",,0.24%
05/23/2005,2056.65,"2,046.90","2,062.95","2,046.90",,0.50%
05/20/2005,2046.42,"2,040.63","2,046.42","2,033.35",,0.19%
05/19/2005,2042.58,"2,032.09","2,042.68","2,030.05",,0.59%
05/18/2005,2030.65,"2,008.63","2,034.30","2,007.20",,1.32%
05/17/2005,2004.15,"1,986.16","2,004.15","1,980.94",,0.49%
05/16/2005,1994.43,"1,976.38","1,994.47","1,973.67",,0.89%
05/13/2005,1976.78,"1,978.28","1,990.00","1,964.77",,0.66%
05/12/2005,1963.88,"1,970.80","1,982.20","1,956.45",,-0.39%
05/11/2005,1971.55,"1,966.06","1,972.52","1,943.89",,0.45%
05/10/2005,1962.77,"1,968.08","1,971.25","1,957.29",,-0.85%
05/09/2005,1979.67,"1,967.74","1,979.67","1,960.27",,0.63%
05/06/2005,1967.35,"1,972.66","1,973.50","1,960.76",,0.28%
05/05/2005,1961.80,"1,960.38","1,969.29","1,951.49",,-0.02%
05/04/2005,1962.23,"1,937.79","1,963.26","1,935.24",,1.51%
05/03/2005,1933.07,"1,924.78","1,944.53","1,924.78",,0.23%
05/02/2005,1928.65,"1,923.23","1,933.42","1,916.03",,0.36%
04/29/2005,1921.65,"1,917.64","1,921.77","1,889.83",,0.92%
04/28/2005,1904.18,"1,922.03","1,927.31","1,904.08",,-1.36%
04/27/2005,1930.43,"1,919.42","1,937.15","1,913.14",,0.16%
04/26/2005,1927.44,"1,943.75","1,958.58","1,927.44",,-1.20%
04/25/2005,1950.78,"1,942.02","1,954.87","1,938.45",,0.96%
04/22/2005,1932.19,"1,953.58","1,953.77","1,921.38",,-1.54%
04/21/2005,1962.41,"1,931.85","1,962.41","1,928.52",,2.54%
04/20/2005,1913.76,"1,944.64","1,945.60","1,912.35",,-0.96%
04/19/2005,1932.36,"1,922.82","1,933.21","1,918.15",,1.02%
04/18/2005,1912.92,"1,906.43","1,921.69","1,904.27",,0.25%
04/15/2005,1908.15,"1,932.96","1,940.15","1,906.71",,-1.98%
04/14/2005,1946.71,"1,974.18","1,975.42","1,946.58",,-1.40%
04/13/2005,1974.37,"2,000.46","2,001.30","1,972.10",,-1.55%
04/12/2005,2005.40,"1,988.33","2,007.24","1,970.01",,0.67%
04/11/2005,1992.12,"2,004.16","2,006.24","1,991.21",,-0.36%
04/08/2005,1999.35,"2,018.42","2,021.82","1,999.33",,-0.96%
04/07/2005,2018.79,"1,999.61","2,018.79","1,998.14",,0.98%
04/06/2005,1999.14,"2,004.25","2,017.08","1,996.91",,-0.01%
04/05/2005,1999.32,"1,994.38","2,002.35","1,991.88",,0.41%
04/04/2005,1991.07,"1,983.81","1,995.80","1,972.07",,0.32%
04/01/2005,1984.81,"2,009.09","2,014.73","1,982.19",,-0.72%
03/31/2005,1999.23,"2,005.71","2,006.62","1,994.80",,-0.32%
03/30/2005,2005.67,"1,980.07","2,005.67","1,980.07",,1.61%
03/29/2005,1973.88,"1,990.27","2,002.65","1,968.58",,-0.94%
03/28/2005,1992.52,"1,998.76","2,005.49","1,992.52",,0.07%
03/24/2005,1991.06,"1,997.48","2,008.63","1,991.06",,0.04%
03/23/2005,1990.22,"1,985.49","1,999.43","1,985.22",,0.04%
03/22/2005,1989.34,"2,007.72","2,017.66","1,988.86",,-0.91%
03/21/2005,2007.51,"2,008.16","2,011.39","1,993.76",,-0.01%
03/18/2005,2007.79,"2,018.41","2,020.40","1,999.98",,-0.43%
03/17/2005,2016.42,"2,016.91","2,023.67","2,010.52",,0.03%
03/16/2005,2015.75,"2,028.29","2,037.96","2,011.67",,-0.94%
03/15/2005,2034.98,"2,057.17","2,059.07","2,034.41",,-0.78%
03/14/2005,2051.04,"2,043.64","2,051.04","2,037.41",,0.46%
03/11/2005,2041.60,"2,063.56","2,069.40","2,036.41",,-0.88%
03/10/2005,2059.72,"2,065.09","2,067.21","2,042.02",,-0.08%
03/09/2005,2061.29,"2,070.85","2,079.37","2,060.23",,-0.59%
03/08/2005,2073.55,"2,087.11","2,095.74","2,072.59",,-0.80%
03/07/2005,2090.21,"2,073.90","2,100.57","2,073.82",,0.95%
03/04/2005,2070.61,"2,071.15","2,078.14","2,064.93",,0.59%
03/03/2005,2058.40,"2,073.33","2,074.71","2,047.92",,-0.44%
03/02/2005,2067.50,"2,060.30","2,084.15","2,057.22",,-0.18%
03/01/2005,2071.25,"2,057.47","2,073.74","2,057.19",,0.95%
02/28/2005,2051.72,"2,058.28","2,066.53","2,038.77",,-0.66%
02/25/2005,2065.40,"2,050.49","2,065.40","2,047.23",,0.67%
02/24/2005,2051.70,"2,028.43","2,051.81","2,023.00",,1.01%
02/23/2005,2031.25,"2,039.55","2,040.84","2,024.64",,0.05%
02/22/2005,2030.32,"2,046.18","2,064.67","2,030.17",,-1.37%
02/18/2005,2058.62,"2,065.15","2,068.89","2,056.20",,-0.13%
02/17/2005,2061.34,"2,088.67","2,093.68","2,061.34",,-1.25%
02/16/2005,2087.43,"2,082.46","2,093.37","2,079.37",,-0.09%
02/15/2005,2089.21,"2,083.64","2,103.45","2,081.46",,0.30%
02/14/2005,2082.91,"2,076.75","2,085.12","2,074.81",,0.30%
02/11/2005,2076.66,"2,048.96","2,081.48","2,039.72",,1.15%
02/10/2005,2053.10,"2,058.53","2,059.65","2,040.04",,0.03%
02/09/2005,2052.55,"2,088.52","2,089.38","2,051.00",,-1.64%
02/08/2005,2086.68,"2,082.11","2,095.64","2,080.42",,0.22%
02/07/2005,2082.03,"2,086.55","2,091.17","2,075.41",,-0.22%
02/04/2005,2086.66,"2,056.47","2,086.72","2,056.29",,1.41%
02/03/2005,2057.64,"2,065.44","2,066.93","2,049.25",,-0.84%
02/02/2005,2075.06,"2,074.06","2,079.58","2,064.20",,0.31%
02/01/2005,2068.70,"2,063.27","2,071.52","2,058.66",,0.30%
01/31/2005,2062.41,"2,053.47","2,063.18","2,053.47",,1.31%
